name,Air,Energi,Protein,Lemak,Abu,Karbohidrat,Serat Total,Gula Total,Kalsium (Ca),Besi (Fe),Magnesium (Mg),Fosfor (P),Kalium (K),Natrium (Na),Seng (Zn),Tembaga (Cu),Mangan (Mn),Selenium (Se),Vitamin C,Tiamina (B1),Riboflavin (B2),Niasin,Pantotenat (B5),Vitamin B6,Folat Total (B9),Kolina,Vitamin B12,Vitamin A IU,Vitamin A RAE,Retinol,a-karoten,b-karoten,b-kriptosantin,Likopen,Zeaksantin + Lutein,Vitamin E,Vitamin D,Vitamin D IU,Vitamin K,Lemak Jenuh,Lemak Tunggal,Lemak Ganda,Kolesterol
Ayam Gepuk,"570,86","3074,31","91,31","80,4","275,14","582,19","94,78","260,47","2547,13","100,92","1102,4","1706,93","2443,5","568,51","20,01","3,31","73,44","163,84","228,41","0,67","2,33","26,63","3,04","5,46","433,62","310,18","2,51","1457,36","599,72","260,68","0,19","29,84","0,5","-0,21","140,05","4,42","4,23","163,18","30,3","20,39","32,78","17,21","114,08"
Ayam Gepuk,"571,69","3075,88","91,18","81,29","275,17","581,75","94,41","261,29","2547,98","101,29","1101,82","1706,67","2442,6","568,7","18,64","3,4","75,19","164,19","228,16","0,37","2,64","27,74","1,73","6,16","434,66","311,27","1,01","1457,5","598,93","260,17","0,68","28,92","0,12","-0,65","139,33","5,28","4,41","162,59","29,13","21,66","31,88","18,97","115,01"
Ayam Gepuk,"572,46","3074,84","90,85","81,64","275,9","581,05","93,83","259,61","2547,64","102,27","1102,49","1706,78","2443,99","567,87","19,36","2,34","74,31","162,75","229,24","0,12","3,11","26,03","2,88","6,57","434,36","311,9","1,11","1456,36","599,41","260,55","-0,77","29,12","0,95","-0,17","139,42","4,64","3,98","163,13","30,88","21,51","33,36","17,91","114,36"
Ayam Gepuk,"571,92","3075,28","92,37","80,75","275,25","580,44","94,07","260,83","2547,22","101,81","1101,49","1706,23","2442,61","568,5","19,81","2,48","74,83","162,8","228,27","0,87","2,08","26,34","3,1","6,15","433,9","310,85","1,77","1456,57","599,98","260,86","-0,23","29,35","-0,5","-0,11","139,19","5,34","3,72","163,62","30,29","20,61","32,97",18,114
Ayam Gepuk,"571,59","3075,12","90,97","80,01","276,09","582,09","94,63","260,08","2547,4","102,36","1102,48","1705,05","2442,76","568,37","19,35","2,05","74,95","163,84","229,5","0,77","1,49","26,75","2,14","6,28","433,67","310,97","2,07","1456,27","599,54","261,59","-0,12","28,5",1,"-0,81","139,99","5,23","4,97","162,51","30,4","20,41","33,81","18,61","115,57"
Ayam Gepuk,"572,11","3074,3","91,77","80,38","274,2","581,19","94,61","261,36","2547,43","101,45","1101,49","1705,46","2443,74","568,22","18,41","3,37","75,17","162,64","230,05","1,34","2,97","26,85","1,49","6,11","433,49","310,92","1,11","1457,45","599,92","261,35","0,71","28,6","-0,12","0,78","140,61","5,63","4,74","163,86","30,39","21,66","32,6","17,47","114,41"
Ayam Gepuk,"571,47","3075,85","90,6","80,51","274,9","580,28","95,6","260,97",2547,"101,9","1102,65","1706,36","2443,61","567,49","19,47","3,36","73,96","162,62","229,96","0,69","2,42","26,52","2,72","5,75","434,92",311,"1,76","1456,67","598,73","260,72","-0,66","29,41","-0,07","-0,62","139,44","5,69","4,71","163,74","30,35","20,77","31,87","18,12","115,45"
Ayam Gepuk,"571,73","3074,55","91,82","81,3","274,48","582,22","95,26","259,65","2548,9","102,36","1102,72","1705,95","2443,42","568,88","20,02","3,66","74,35","163,44","228,28","0,85","2,39","26,54","2,32","6,28","434,26","310,92","1,87","1456,92","598,59","260,33","0,05","29,57","0,06","0,29","140,71","5,16","4,84","163,38","29,01","21,84","33,04","18,74","115,05"
Ayam Gepuk,"572,38","3075,6","91,11","80,32","274,72","580,93","94,62","260,49","2547,04","101,37","1102,01","1705,28","2442,89","567,99","19,17","3,85","74,84","163,88","229,04","1,53","3,14","27,78","2,7","6,04","434,6","310,77","1,28","1457,49","598,56","260,32","0,89","28,85","-0,35","-0,88","139,21",5,"4,67","162,53","30,6","21,48","32,05","18,53","114,89"
Ayam Barbeque,"403,94",3403,"45,87","201,88","27,58","415,93","75,4","236,33","880,28","45,11",523,748,"2459,329","2395,131","8,28","2,547","17,081","82,1","97,9","1,116","1,261","10,379","3,07","3,987",357,164,"0,96","1502,126",1616,1365,13,1131,54,"36,612",940,"8,59","0,1",3,"187,7","116,385","55,025","14,055",528
Ayam Barbeque,"403,04","3403,69","46,22","201,29","27,14","415,02","74,86","235,89","880,76","44,4","523,92","747,79","2460,31","2394,89","7,67","1,76","17,84","82,21","97,74","0,22","0,36","10,33","3,3","4,91","357,25","164,28",0,"1502,84","1615,11","1365,07","13,21","1131,92","53,65","36,26","940,43","7,66","-0,69","3,71","188,03","116,25","54,97","14,73","528,59"
Ayam Barbeque,"404,55","3402,64","46,48","201,19","27,53","414,98","75,71","236,7","881,05","45,17","522,46","748,39","2459,05","2394,53","9,17","1,73","17,46","82,65","98,52","1,81","2,15","10,85",4,"4,22","356,27","164,58","0,14","1502,59","1616,18","1365,59","13,8","1130,16","54,2","36,44","940,13","7,81","0,62","2,48","188,14","116,75","54,73","14,57","528,46"
Ayam Barbeque,"404,19","3403,9","46,16","202,75","27,18","416,75","74,65","237,18","880,69","45,97","523,16","748,72","2459,61","2394,2","7,66","2,82","17,4","82,46","97,58","1,95","1,99","10,79","3,25","4,98","356,61","163,17","1,6","1501,44","1616,94","1365,18","13,53","1130,77","54,37","36,97","939,66","8,34","0,77","3,46","187,04","115,62","55,55","13,83","527,49"
Ayam Barbeque,"404,18","3403,33","45,61","202,53","27,56","415,62","74,62","235,42","879,96","45,12","522,36","747,33","2460,01","2394,61","8,61","1,56","17,73","81,27","96,93","1,42","1,11","10,31","3,52","4,07","356,82","164,09","0,07","1501,22","1615,29","1365,69","12,74","1130,01","54,38","37,54","940,41","9,05","0,58","3,06","187,42","115,62","54,96","13,43","527,2"
Ayam Barbeque,"404,22","3403,88","45,15","202,81","26,73","416,12","74,41","235,95","880,87","45,12","522,72","748,83","2459,02","2395,27","8,42","2,79","17,51","82,17","97,89","1,66","1,87","9,52","2,82","4,27","357,74","164,94","0,93","1502,73","1615,19","1365,82","13,47","1130,64","53,72","36,4","939,33","7,96","0,77","2,62","186,87",116,"54,73","14,74","527,31"
Ayam Barbeque,"404,3","3403,8","45,01","201,01","27,98","416,6","75,3","235,57","879,67","45,64","523,68","747,15","2459,71","2395,24","7,85","2,58","16,56","82,13","97,57","0,22","0,37","10,39","3,18","4,89","357,98","164,61","0,26","1502,52","1616,1","1364,95","13,74","1130,25","53,11","36,47","940,8","8,56","-0,37","2,61","187,51","117,38","55,83","13,39","528,54"
Ayam Barbeque,"403,8","3403,05","46,84","202,29","28,56","415,19","75,52","236,19","880,26","44,61","522,27","747,04","2459,33","2395,14","8,08","2,86","17,57","81,53","98,06","1,03","0,44","10,62","2,29","3,11","356,21","164,48","0,83","1501,72","1616,07","1365,14","13,94","1131,83","54,91","37,5","940,83","8,31","-0,84","3,14","187,49","116,19","54,22","13,29","527,63"
Ayam Barbeque,"403,07","3403,39","45,72","200,97","27,74","416,28","74,59","236,15","880,59","44,37","523,14","747,07","2458,78","2394,92","8,33","2,29","16,37","82,73","98,45","0,21","1,1","10,49","3,85","3,28","357,47","164,43","0,86","1501,72","1615,49","1364,75","13,63","1131,33","53,48","37,56","940,51","8,13","-0,39","3,79","187,86","115,5","54,7","14,83","527,65"
Ayam Barbeque,"404,89","3403,24","46,26","200,99","27,43","415,44","76,26","236,9","880,47","46,07","522,1","748,07","2458,4","2394,45","8,78","2,73","16,5","81,39","98,43","0,48","0,4","10,88","3,83","3,28","357,91","164,57","0,1","1502,81","1616,5","1364,35","12,1","1130,47","53,96","37,17","940,46","8,47","0,98","2,48","188,55","115,46","55,66","14,1","527,62"
Iga Penyet,"735,81",2526,"90,18","75,19","233,15","465,59","113,3","41,56",2537,"122,02",1300,1809,"2932,631","555,516","25,69","3,88","109,478","198,8","403,7","1,248","2,026","34,302","3,113","8,205",449,193,"1,99","1991,681",588,125,36,586,40,0,757,"2,87","2,2",87,34,"24,893","31,605","11,387",75
Iga Penyet,"735,38","2526,6","89,94","75,45","232,57","465,09","113,56","42,11","2537,38","121,28","1299,27","1808,07","2931,8","555,67","25,19","4,71","110,16","198,53","403,71","0,81","1,4","34,05","2,66","9,02","449,93","192,58","2,12","1992,66","587,53","124,92","36,15","586,94","40,61","0,53","757,34","3,27","3,19","86,57","34,85","25,02","31,44","11,93","74,26"
Iga Penyet,"735,24","2526,42","89,93","76,07","232,89","464,87","112,77","41,29","2537,55","122,76","1300,51","1809,39","2932,66","556,47","25,04","4,23","108,93","198,7","403,08","1,01","1,2","34,08","2,18","7,32",449,"192,36","1,22","1990,76","588,46","125,88","36,88","585,9","39,77","-0,25","756,92","3,53","2,52","87,22","34,61","24,82","31,01","11,02","75,33"
Iga Penyet,"736,29","2526,02","89,58","74,63","233,31","466,51","113,57","41,79","2536,37","122,94","1299,68","1809,16","2933,4","556,32","25,44","3,6","109,6","199,44","403,51","1,05","2,56","34,07","2,73","7,68","448,87","192,3","2,37","1991,87","588,3","125,8","35,49","585,06","40,53","0,53","757,11","3,57","1,88","86,42","34,68","24,01","32,29","11,25","74,99"
Iga Penyet,"735,17","2525,73","89,88","74,22","233,59","465,66","114,07","42,48","2537,94","122,09","1300,74","1809,14","2933,06","555,61","26,29","4,26","109,35","198,54","404,3","0,63","1,91","35,29","2,24","9,18","448,54","192,41","1,75","1991,08","587,4","124,7","35,61","585,7","40,12","-0,13","756,22","2,92","1,45","86,67","34,1","25,58","31,73","11,72","74,2"
Iga Penyet,"736,8","2526,24","90,74","75,21","232,51","465,54","112,92","41,68","2537,48","122,82","1300,65","1808,47","2932,64","556,01","25,73","4,45","110,12","198,36","403,73","1,25","1,53","33,63","2,55","8,79","449,17","193,14","1,36","1990,95","588,41","125,42","35,82","585,12","39,84","0,81","757,27","2,8","1,95","87,92","34,81","25,87","31,47","10,95","75,8"
Iga Penyet,"735,71","2525,22","90,41","75,2","234,05","465,56","113,95","41,62","2536,11","121,28","1300,09","1809,87","2932,58","554,77","24,99","4,71","110,1","198,24","404,22","1,93","1,15","35,03","2,71","7,9","449,85","192,96","1,13","1991,33","587,14","125,67","35,13","585,47","39,16","0,81","757,48","3,23","3,18","87,03","34,04","25,6","31,06","10,68","75,34"
Iga Penyet,"735,64","2526,68","91,13","74,67","232,81","465,28","113,9","42,11","2537,88","121,67","1300,93","1808,51","2933,45","554,65","25,41","4,3","109,3","199,68","404,35","2,24","1,32","34,73","3,57","8,51","448,72","193,09","1,55","1991,07","588,26","125,39","36,4","586,64","40,04","0,27","756,66","2,92",2,"87,3","33,32","24,59","31,61","11,13","75,98"
Iga Penyet,"736,39","2525,05","89,84","75,64","232,38","465,19","113,87","40,9","2537,4","121,15","1299,3","1809,81","2933,21","554,74","26,47","3,08","109,97","199,49","402,84","0,36","2,93","35,03","2,12","7,83","448,97","193,98","2,91","1990,88","587,22","124,23","35,98","586,82",40,"0,37","756,72","2,64","2,82","86,18","34,77","25,86","32,53","11,62","75,46"
Iga Penyet,"734,97","2525,58","89,4","75,92","232,26","464,99","113,24","41,59","2536,05","121,43","1299,05","1808,16","2931,79",556,"25,1","4,06",110,"199,1","404,16","0,82","1,16","34,77","3,99","8,7","449,4","193,15","1,18","1990,68","587,09","125,31","35,83","585,93","40,35","-0,73","757,12","3,19","1,91","87,22","34,69","24,48","32,36","12,1","74,56"
Korean Spicy Chicken,"528,63",4486,"86,33","264,97","126,73","488,38","67,1","114,92",1683,"59,86",858,1774,"2252,32","1102,491","18,48","6,562","43,357","179,1","97,3","2,255","1,739","34,377","3,654","3,951",393,"218,5","0,78",893,57,16,63,472,0,"12,062","200,355","20,06","0,1",5,"30,5","75,366","98,852","77,636",70
Korean Spicy Chicken,"528,51","4485,18","86,33","264,73","126,08","489,25","68,04","115,77","1683,87","59,45","857,02","1774,99","2252,84","1102,27","18,48","6,18","44,33","178,67","97,35","2,32","2,23","34,72","4,33","4,29","393,86","219,15","0,42","893,21","57,68","15,67","63,63","472,19","-0,25","11,31","200,45","19,47","-0,48","4,98","30,48","74,73","98,5","78,38",69
Korean Spicy Chicken,"528,02","4485,07","86,53","265,68","127,18","488,76","66,51","114,2","1682,71","59,44","857,16","1773,4","2252,88",1102,"18,99","5,95","44,19","178,55","96,51","2,99","2,12","34,21","4,26","3,54","392,04","217,58","1,64","893,87","56,54","16,52","63,77","472,43","-0,92","11,68","199,51","20,88","0,46","4,63","31,09","74,65","99,8","76,85","70,49"
Korean Spicy Chicken,"529,2","4486,86","86,82","265,92","127,69","488,14","67,61","115,09","1683,59","60,06",859,"1773,41","2252,2","1102,22","17,87","5,64","43,19","178,1","96,32","1,87","2,14","34,72","3,55","3,59","392,71","218,84","1,72","892,98","57,97","15,29","62,44","472,73","0,87","12,11","200,28","20,27","0,42","4,11","31,02","75,68","98,89","77,79","69,12"
Korean Spicy Chicken,"528,3","4486,41","85,83","265,69","127,25","488,92","66,19","115,23","1683,5","59,36","857,62","1773,17","2252,44","1101,81","18,46","6,98","42,37","178,33","97,12","3,12","1,53","33,98","3,78","4,91","392,43",218,"1,14","893,1","57,06","15,62","63,56","472,06","0,11","12,6","200,9","19,99","0,15","5,64","30,4","74,72","98,58","76,73","70,22"
Korean Spicy Chicken,"528,7","4486,76","86,01","265,85","126,83","487,89","67,71","114,72","1683,22","60,46","857,58","1774,48","2253,02","1101,57","17,49","6,49","43,97","180,03","97,89","2,83","1,64","34,59","4,14","3,13","392,82","219,25","1,56","893,13","56,36","15,23","63,45","471,47","0,12","12,9","200,3","20,33","-0,42","5,46","30,09","75,96","99,14","77,25","70,1"
Korean Spicy Chicken,"528,41","4486,13","86,58","264,25","127,06","489,08","66,75","115,05","1683,85","60,73","857,93","1773,74","2252,85","1101,89","18,54","7,5","42,66","180,09","97,9","1,93","2,24","35,1","3,56","3,92","392,7","217,58","1,62","893,66","57,93","15,63","62,84","472,01","-0,77","11,27","200,43","19,44","0,94","5,06","30,66","74,71","98,08","78,06","70,53"
Korean Spicy Chicken,"529,46","4485,79","85,89","263,99","126,2","489,01","67,57","114,35","1683,9","60,08","858,74","1773,83","2251,86","1102,69","18,18","5,79","44,32","179,04","97,11",3,"2,1","34,23","4,42","3,44","392,04","218,47","-0,05","892,2","56,16","16,77","63,43","471,24","0,97","11,16","199,86","20,63","1,04","5,32","29,99","74,65","99,39","77,03","70,52"
Korean Spicy Chicken,"529,32","4486,24","86,87","264,31","126,79","487,52",67,"115,11","1683,45","59,94","857,87","1773,89","2252,73","1102,96","19,16","5,92","44,09","178,39","96,64","2,67","1,68","35,16","2,66","3,33","392,96","219,15","1,14","893,44","56,98","16,21","62,46","471,74","0,69","11,78","199,36","19,32","0,31","4,41","30,12","76,21","97,94","77,69","69,18"
Korean Spicy Chicken,"528,51","4485,73","85,33","265,66","127,22","487,68","66,67","115,26","1682,3","60,37","857,81","1774,64","2252,85","1101,77","17,68","7,23","43,71","180,05","96,78","3,19","1,45","35,12","4,17","4,47","393,82","217,9","0,95","893,49","57,24","16,33","63,77","471,37","-0,67","12,5","199,8","20,32","-0,78","4,9","30,5","76,28","98,43","76,99","69,02"
Ayam Telur Asin,"395,75",2000,"99,12","46,67","319,21","322,57","83,4","6,59",1359,"56,33",374,1659,1364,"477,761","11,63","3,534","15,67","164,7","96,5","1,351","2,18","15,671","7,172","2,617",387,1113,"3,33","767,043",536,535,38,12,42,0,1249,"3,75","6,5",265,"5,1","15,096","16,92","9,102",1365
Ayam Telur Asin,"394,83","2000,59","98,13","45,87","320,13","322,65","82,79","7,29","1359,28","55,76","373,04","1658,84","1363,03","476,84","11,87","2,59","16,38","164,2","95,98","0,53","2,79","15,89","7,16","2,3","386,06","1113,3","4,07","767,11","535,77","534,72","38,05","11,55","42,74","-0,98","1248,41","2,89","6,5","264,67","5,81","14,75","17,69","10,05","1364,1"
Ayam Telur Asin,"396,27","1999,88","99,92","47,62","318,45","323,56","83,74","7,45","1358,8","57,1","374,95","1658,24","1364,01","477,54","10,78","2,58","15,07","165,22","95,76","0,92","1,71","16,63","7,08","1,71","386,17","1112,46","3,2","766,45","536,53","534,67","37,35","11,92","41,96","0,63","1248,45","2,77","7,38","264,19","4,83","15,28","16,64","9,34","1364,65"
Ayam Telur Asin,"395,89","1999,33","99,7","47,27","318,38","321,65","82,5","6,18","1359,72","56,97","373,54","1659,38","1363,9","478,07","10,8","3,79","14,79",165,"95,72","0,66","1,2","14,74","6,54","1,81","387,17","1113,54","4,02","767,64","535,17","534,36","38,82","11,24","41,31","0,94","1249,64","4,15","7,17","264,86","5,75","14,82","17,86","10,01","1364,07"
Ayam Telur Asin,"395,82","2000,56","99,19","45,94","319,78","323,26","83,44","7,45","1358,3","55,73","373,8","1658,84","1363,91","477,94","12,6","2,67","15,97","164,47","96,95","1,16","1,85","16,2","6,76","2,87","386,36","1112,46","2,93","767,84","536,57","534,45","37,35","12,76","41,82","0,19","1248,81","4,24","7,46","265,8","5,82","14,18","16,47","10,07","1365,37"
Ayam Telur Asin,"394,89","1999,48","98,42","47,43","319,95","323,39","82,59",6,"1358,84","55,57","373,22","1659,59","1363,41","478,07","12,26","3,89","15,5","164,6","97,05","1,71","2,12","14,86","7,77","2,81","386,78","1112,51","2,91","767,43","536,98","535,53","38,93","12,81","41,34","0,87","1248,74","2,96","7,41","264,66","4,62","15,62","17,02","8,6","1365,09"
Ayam Telur Asin,"395,2","1999,05","99,12","46,04","318,84","323,11","82,5","6,5","1359,81","56,79","373,37","1659,9","1363,12","478,17","10,88","3,29","14,69","164,39","96,43","1,7","2,69","16,29","6,45","3,55","386,08","1112,19","2,7","766,12","536,06","535,54","38,8","11,8","41,54","0,99","1248,96","3,69","6,57","265,98","4,67","15,33","17,11","8,46","1365,83"
Ayam Telur Asin,"396,17","1999,56","98,63","47,18","319,71","323,28","82,45",6,"1358,29","56,17","373,49","1658,59","1363,64","477,24","12,37",3,"14,96","164,74","96,24","1,4","1,8","16,11","8,14","2,21","386,15","1113,59","2,62","767,19","535,39","534,62","38,82","11,76","42,77","0,2","1248,98","4,04","6,78","265,61","4,4","14,77","17,43","9,41","1365,21"
Ayam Telur Asin,"396,7","2000,34","98,43","46,3","320,14","323,5","82,67","7,39","1359,55","55,91","373,67","1659,02","1363,54","476,86","10,9","3,5","14,71","163,76","96,68","2,06","1,39","16,19","7,72","2,09","387,88","1112,18","3,36",767,"535,69","535,08","37,94","11,05","42,08","0,57","1248,86","3,98","7,31","264,53","4,49","14,38","17,78","9,35","1365,69"
Ayam Telur Asin,"395,78","2000,92","98,89","46,14","318,46",323,"83,43","6,46","1358,47","55,35","374,19","1658,82","1363,69","476,78","11,15","2,65","15,36","165,54","96,08","2,26","1,61","15,82","6,26","3,42","386,08","1113,12","3,39","767,88","535,7","534,91","38,84","12,75","42,66","0,15","1248,85","2,92","6,65","264,53","5,35","15,64","16,59","9,08","1365,33"
Yakitori Ayam,"249,86",1629,"62,77","23,13","117,87","341,41","79,1","118,43",885,"60,32",561,1019,"896,6","253,758","12,03","2,612","41,466","96,8","68,1","0,731","1,827","29,231","4,781","4,765",146,192,"0,37","141,921","103,463",16,595,"50,162","6,186",0,"36,844","30,31","0,1",5,"131,6","6,284","3,878","10,476",70
Yakitori Ayam,"249,6","1629,57","62,12","23,19","118,81","340,86","79,61","117,53","885,54","61,07","560,85","1019,23","895,71","253,68","11,5","2,58","41,7","96,44","68,64","0,87","2,22","29,63","4,9","4,87","146,39","191,29","1,09","141,91","102,89","16,79","595,65","49,91","6,92","-0,5","37,47","30,19","-0,19","4,61","131,95","6,92","4,34","11,04","69,54"
Yakitori Ayam,"249,76","1629,8","62,51","22,64","118,47","340,45","79,27","118,24","884,15","59,58","560,8","1018,23","896,3","253,07","11,94","3,01","42,36","97,02","67,81","-0,27",1,"29,44","4,86","4,62","145,21","192,76","0,76","141,73","102,53","15,79","595,27","49,76","5,63","-0,54","36,94","30,72","-0,69","4,37","130,94","6,51","4,51","11,27","69,38"
Yakitori Ayam,"248,95","1629,47","62,38","22,57","117,73","342,34","79,39","117,92","884,59","60,48","560,51","1018,09","897,08","254,2","12,87","1,62","41,25",96,"68,47","0,57","2,29","30,21","3,89","5,38","146,77","192,33","-0,09","141,48","102,6","16,74","594,24","49,91","5,49","0,37","37,38","30,44","-0,79","5,44","130,67","6,14","4,27","9,82","69,23"
Yakitori Ayam,"250,21","1628,47","63,33","23,05","117,73","341,15","79,38","117,85","884,62","59,36","561,71","1018,93","897,39","253,29","12,48","2,29","42,4","96,14","68,97","1,22","1,86","29,08","5,7","5,7","146,06","192,35","0,74","141,73","103,55","16,54","595,74","50,65","5,7","0,78","37,28","30,25","0,36","5,12","131,06","6,88","3,45","11,39","70,94"
Yakitori Ayam,"248,91","1629,27","62,55","22,51","117,36","341,97","79,17","117,51","885,69","59,82","561,47","1018,4","896,83","253,05","11,53","2,91","40,64","97,36","68,94","1,27","2,51","29,14","5,46","5,71","145,6","191,55","0,52","142,32","103,09","16,68","594,31","50,24","6,47","0,45","37,21","30,31","-0,18","4,53","131,03","7,04","3,79","11,29","69,69"
Yakitori Ayam,"249,89","1628,88","63,15","23,85","116,88","341,53","79,56","119,23","884,74","60,44","561,93","1019,45","896,78","254,7","11,45","3,15","40,93","97,74","68,92","0,98","0,85","28,82","5,61","5,06","146,86","191,96","1,09","141,32","102,5","15,54","595,96","49,9","7,12","0,4","35,95","30,43","0,13","5,6","131,54","6,58","4,78","11,15","70,84"
Yakitori Ayam,"249,88","1628,03","62,97","22,29","118,02","341,38","79,7","118,32","884,25","61,25","561,93","1019,07","896,99","254,64","11,47","3,4","40,5","95,89","67,78","1,36","1,64","28,89","4,96","4,4","146,87","192,84","0,08","142,4","103,42","15,57",595,"51,04","6,27","-0,53",37,"30,27","-0,58","5,26","130,79","6,54","4,26","10,65","70,86"
Yakitori Ayam,"249,44","1628,93","61,79","22,27","117,98","341,5","78,69","119,03","884,83","61,19","560,57","1018,89","897,06","253,39","12,25","3,33","41,3","97,03","68,83","-0,06","1,95","29,79","5,26","4,62","145,53","191,01","-0,38","142,66","102,53","15,96",594,"50,33","5,38","0,41","37,31","31,09","-0,42","4,25","130,76","6,63","4,12","9,74","69,11"
Yakitori Ayam,"249,36","1629,29","63,35","22,28","118,8","341,4","78,27","118,4","885,3","60,55","560,55","1019,25","895,61","253,59","12,9","1,75","41,07","96,75","67,21","1,01","2,29","28,76","4,96","5,04","146,51","191,64","1,12","142,78","104,4","16,02","594,85","51,13","6,71","0,29","37,69","30,8","-0,36","5,06","130,99","6,68","2,98","9,59","69,59"
Koloke Ayam,"1039,19",2530,"85,94","16,24","115,34","538,34","57,1","151,86",814,"30,98",467,1483,3367,"1334,758","10,4","2,719","10,972","134,5",375,"2,107","1,997","24,417","5,15","5,047",358,218,"0,46","2423,706",968,16,"186,477","1306,285",47,"13,062","1523,71","4,49","0,1",5,"44,8","3,037","3,921","6,311",70
Koloke Ayam,"1039,99","2530,48","86,88","17,12","116,2","538,04","56,69","152,05","814,12","30,23","466,67","1482,17","3367,04","1335,72","11,39","2,38","11,4","135,03","375,5","1,52","1,42","24,85","5,39","5,33","357,76","218,67","0,78","2423,96","967,67","16,37","186,52","1307,21","47,57","12,23","1523,7","4,45","-0,53","4,12","45,78","2,6","4,35","6,38","69,94"
Koloke Ayam,"1039,62","2530,98","86,26","15,48","115,54","538,83","57,37","151,05","813,33","30,19","467,12","1483,92","3367,37","1334,88","9,87","1,82","10,71","134,39","375,62","2,78","2,85","24,21","5,47","4,51","357,14","217,26","1,45","2424,52","967,96","15,82","187,27","1306,47","47,94","12,55","1524,18","4,13","0,69","4,81","44,86","2,7","4,32","6,2","70,01"
Koloke Ayam,"1039,7","2529,78","85,37","16,28","114,97","537,94","57,04","152,04","814,49","30,73","466,68","1482,27","3366,56","1335,25","10,89","3,02","11,22","135,2","375,2","1,36","2,35","23,53","4,2","5,75","358,93","217,12","1,32","2424,1","968,52","15,52","186,48","1307,09","46,71","13,82","1523,14",4,"-0,77","4,79","45,2","2,31","4,55","7,1","70,65"
Koloke Ayam,"1038,61","2529,76","86,14","15,95","115,08","538,97","57,15","150,87","813,63","31,14","467,19","1483,41","3367,28","1334,54","10,65","2,66","11,4","134,21","374,34","1,31","2,71","24,34","4,88","5,79","358,33","217,49","1,39","2424,42","968,97","15,65","186,02","1306,69","46,33","13,91","1523,82","4,73","0,65","4,72","44,28",3,"4,79","6,63","69,89"
Koloke Ayam,"1038,3","2530,72","86,32","16,81","115,94","538,75","56,17","151,52","813,29","31,26","466,65","1483,65","3367,44","1334,23","10,4","2,89","10,26","134,66","375,44","2,63","1,32","25,39","5,95","4,49","357,86","218,45","0,08","2424,25","967,71","16,43","186,46","1306,76","46,36","13,56","1523,11","5,31","0,5","5,5","44,78","2,81","3,33","5,42","69,3"
Koloke Ayam,"1038,82","2529,75","85,35","16,72","115,94","537,97","57,71","152,83","813,65","30,47","467,28","1482,62","3366,17","1334,26","9,8","3,28","11,96","133,68","375,29","1,95","1,87","23,42","4,67","4,14","358,43","217,48","0,17","2424,59","968,77","15,4","187,15","1307,25","46,92","12,39","1522,8","4,21","0,61","4,4","45,29","3,46","3,29","5,89","70,35"
Koloke Ayam,"1039,59","2529,19","86,88","15,64","114,57","537,56","56,4","151,55","814,04","30,81","467,26","1482,68","3367,64","1335,29","10,76","2,12","11,95","135,22","375,78","1,2","1,7","23,87","5,45","4,6","358,76","217,07","0,52",2424,"968,18","16,66","187,03","1306,67","47,82","12,64","1523,2","3,89","0,8","4,56","44,33","3,18","4,05","5,73","69,82"
Koloke Ayam,"1040,01","2529,46","85,6","15,59","114,66","539,01","57,83","151,73","814,79","30,4","467,01","1482,41","3367,26","1335,68","10,23","3,37","10,41","135,18","375,01","2,51","2,54","23,6","5,68","4,73","358,98","217,23","0,52","2424,56","967,6","15,29","186,09","1306,89","47,77","13,05","1524,31","5,31","-0,85","5,2","45,71","2,24","3,14","6,26","70,63"
Koloke Ayam,"1039,24","2529,7","86,6","16,08","115,96","537,39","56,22","151,99","814,64","30,69","466,82","1483,08","3367,67","1335,18","11,33","2,88","11,36","135,08","374,64","1,77","2,61","25,13","4,72","5,08","357,1","218,34","1,08","2424,53","967,66","15,73","185,6","1305,93","46,71","13,92","1524,56","5,46","1,07","4,71","44,24","2,48","2,94","5,39","69,64"
Sate Lilit,"317,97",2793,"70,73","155,62","121,57","334,8","54,1","55,43",1385,"88,15",797,1287,"2862,044","587,758","14,59","2,263","79,651","205,3","170,5","0,66","1,28","37,63","2,469","6,345",408,"172,3","2,35","650,185",360,22,0,29,0,0,24,"16,74",2,82,"11,7","87,663","41,275","15,607",47
Sate Lilit,"318,6","2792,28","70,29","155,87","121,96","334,25","54,55","54,67","1385,29","88,66","796,84","1286,13","2861,16","586,89","15,41","2,4","79,87","204,36","169,94","0,08","0,5","38,12","3,37","6,15","408,34","172,33","3,23","650,39","360,96","21,26","0,89","28,34","0,01","-0,46","24,26","15,79","2,76","82,32","12,25","87,33","40,93","14,83","46,91"
Sate Lilit,"316,98","2793,64","70,96","156,44","120,93","335,36","53,99","54,46","1384,42","88,78","796,16","1286,94","2861,25","587,47","13,99","2,35","79,18","205,75","169,89","-0,13",2,"37,5","1,74","6,76","407,35","172,81","1,4","650,06","360,12","21,67","-0,01","28,43","-0,48","-0,35","23,92","16,59","1,15","81,19","12,68","87,38","40,48","15,6","47,55"
